id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,business_hours,coordinates_latitude,coordinates_longitude,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,location_display_address,attributes_business_temp_closed,attributes_menu_url,attributes_open24_hours,attributes_waitlist_reservation
My50Akj9wy20781Y-m655g,sally-beauty-supply-méxico-4,Sally Beauty Supply,https://s3-media2.fl.yelpcdn.com/bphoto/sgSB4JCCwbTbV6ZgrIRISQ/o.jpg,False,https://www.yelp.com/biz/sally-beauty-supply-m%C3%A9xico-4?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",5.0,[],,+525556776390,+52 55 5677 6390,11612.078277174798,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.2971510409067,-99.1358519010498,Av. Acoxpa 430,Col. Tlalpan,,"México, D.F.",14300,MX,DIF,"['Av. Acoxpa 430', 'Col. Tlalpan', '14300 México, D.F.', 'Mexico']",,,,
atPF4KW1vR8XngDk34ky6w,la-boticazul-méxico,La Boticazul,https://s3-media2.fl.yelpcdn.com/bphoto/XFX-2VMqu6gG_W4wLGRBVw/o.jpg,False,https://www.yelp.com/biz/la-boticazul-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",5.0,[],,+525552648586,+52 55 5264 8586,6382.085643636665,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4084499,-99.17032,Campeche 276,Col. Hipódromo Condesa,,"México, D.F.",06100,MX,DIF,"['Campeche 276', 'Col. Hipódromo Condesa', '06100 México, D.F.', 'Mexico']",,,,
mhP2vUgkWDuZV1zDaWIhyg,casa-barba-amores-méxico,Casa Barba Amores,https://s3-media2.fl.yelpcdn.com/bphoto/HYSRdXVj6RIXuzyQyiJ4hA/o.jpg,False,https://www.yelp.com/biz/casa-barba-amores-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",4.0,[],,+525556045583,+52 55 5604 5583,6772.190456821178,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1700', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.3733496478592,-99.1690767865387,Amores 1415 Local 10,Col. Del Valle,,"México, D.F.",03100,MX,DIF,"['Amores 1415 Local 10', 'Col. Del Valle', '03100 México, D.F.', 'Mexico']",,,,
ATwgbzYqB0826yPeHY7wtw,the-beauty-factor-méxico,The Beauty Factor,https://s3-media1.fl.yelpcdn.com/bphoto/-7C8qphyzs6i95CvVp5aWw/o.jpg,False,https://www.yelp.com/biz/the-beauty-factor-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",4.0,[],,+525555220091,+52 55 5522 0091,4273.572907075436,[],19.4335658,-99.1277518,Jesús María 66,Col. Centro,,"México, D.F.",06060,MX,DIF,"['Jesús María 66', 'Col. Centro', '06060 México, D.F.', 'Mexico']",,,,
TOvhCjKmCaCAa6gTL_Phow,distribuidora-de-productos-de-belleza-alejandri-méxico,Distribuidora de productos de belleza Alejandri,https://s3-media1.fl.yelpcdn.com/bphoto/Wj4KSyJyd4oH-QJsFlbs4g/o.jpg,False,https://www.yelp.com/biz/distribuidora-de-productos-de-belleza-alejandri-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",4.0,[],,,,8015.0734881656535,[],19.3278962114685,-99.1242518084595,"Av, Escuela Naval Militar",,,"México, D.F.",04890,MX,DIF,"['Av, Escuela Naval Militar', '04890 México, D.F.', 'Mexico']",,,,
PMTFdCBnxRDTCjvxDzhAqg,olvera-arteaga-ana-laura-iztacalco,Olvera Arteaga Ana Laura,,False,https://www.yelp.com/biz/olvera-arteaga-ana-laura-iztacalco?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,0,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",0.0,[],,,,498.1043147573362,[],19.402242,-99.107392,Chicle 153,,,"México, D.F.",08400,MX,DIF,"['Chicle 153', '08400 México, D.F.', 'Mexico']",,,,
zWpaGwY9ARSetjTFajobuw,sally-beauty-ciudad-de-méxico,Sally Beauty,https://s3-media1.fl.yelpcdn.com/bphoto/S9JWd81xUPzc8-wwiD-CEw/o.jpg,False,https://www.yelp.com/biz/sally-beauty-ciudad-de-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,0,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",0.0,[],,+525555195931,+52 55 5519 5931,4639.79758215072,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4034968714229,-99.1543684709844,Av. Cuauhtémoc 462,Col. Piedad Narvarte,,Ciudad de México,03000,MX,DIF,"['Av. Cuauhtémoc 462', 'Col. Piedad Narvarte', '03000 Ciudad de México, CDMX', 'Mexico']",,,,
rgaOJ4LCBRsWyPB_GGyDqw,xinú-perfumes-ciudad-de-méxico,Xinú Perfumes,https://s3-media4.fl.yelpcdn.com/bphoto/1JtXBIN8IIxnkwHTNufbIg/o.jpg,False,https://www.yelp.com/biz/xin%C3%BA-perfumes-ciudad-de-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,8,"[{'alias': 'perfume', 'title': 'Perfume'}, {'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",4.5,[],$$$$,+525575895572,+52 55 7589 5572,9705.481999630269,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0000', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.43334,-99.19562,Alejandro Dumas 161,Col. Polanco,,Ciudad de México,11550,MX,DIF,"['Alejandro Dumas 161', 'Col. Polanco', '11550 Ciudad de México, CDMX', 'Mexico']",,,,
EsfT8p3Vvb7_v6261RFOUA,academia-crea-méxico,Academia CREA,https://s3-media3.fl.yelpcdn.com/bphoto/d3eGULi00Q959_PI0eC5Qw/o.jpg,False,https://www.yelp.com/biz/academia-crea-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,4,"[{'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}, {'alias': 'cosmetology_schools', 'title': 'Cosmetology Schools'}]",4.3,[],,+525555183777,+52 55 5518 3777,5526.203832946461,[],19.4343120713949,-99.1472613693298,Av. Balderas 44,Col. Centro,,"México, D.F.",06050,MX,DIF,"['Av. Balderas 44', 'Col. Centro', '06050 México, D.F.', 'Mexico']",,,,
xU74laAvoAyos1_INKnN0w,veronica-conti-cosmetics-méxico,Veronica Conti Cosmetics,https://s3-media3.fl.yelpcdn.com/bphoto/1r5mlfuJnQW70YA6LXvy2A/o.jpg,False,https://www.yelp.com/biz/veronica-conti-cosmetics-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",4.0,[],$,,,4424.086200222378,[],19.4341500894085,-99.1297414582432,Calle Carmen 32,Col. Centro,,"México, D.F.",06000,MX,DIF,"['Calle Carmen 32', 'Col. Centro', '06000 México, D.F.', 'Mexico']",,,,
JSreCn7lE3APXFqXxxBf3w,studio-ciudad-de-méxico,Studio,https://s3-media2.fl.yelpcdn.com/bphoto/JP227pDokEThHNF9k2LvPA/o.jpg,False,https://www.yelp.com/biz/studio-ciudad-de-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,2,"[{'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",5.0,[],,+525552074166,+52 55 5207 4166,6199.268386353179,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4277110525936,-99.1609460860491,Av. Insurgentes Sur 58,Col. Juárez,,Ciudad de México,06600,MX,DIF,"['Av. Insurgentes Sur 58', 'Col. Juárez', '06600 Ciudad de México, CDMX', 'Mexico']",,,,
Nj2uu6Feyrkc4kx01U23Yg,yves-rocher-madero-méxico,Yves Rocher Madero,https://s3-media4.fl.yelpcdn.com/bphoto/yzUAIpnMHNCUmP9B8zK1GA/o.jpg,False,https://www.yelp.com/biz/yves-rocher-madero-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,2,"[{'alias': 'hairremoval', 'title': 'Hair Removal'}, {'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",4.5,[],,+525555102295,+52 55 5510 2295,4784.830937708189,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4336526,-99.1371511,Madero 38,Col. Centro,,"México, D.F.",06000,MX,DIF,"['Madero 38', 'Col. Centro', '06000 México, D.F.', 'Mexico']",,,,
Hh3TFJNfnrBMB3BO5ydP0A,distribuidora-alhóndiga-méxico-2,Distribuidora Alhóndiga,https://s3-media4.fl.yelpcdn.com/bphoto/L1ag3H1s6kf7NSH2MzK3yA/o.jpg,False,https://www.yelp.com/biz/distribuidora-alh%C3%B3ndiga-m%C3%A9xico-2?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",4.0,[],$,+525555379524,+52 55 5537 9524,14503.638344096833,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.5202879982141,-99.1607231699525,Av. Progreso Nacional 217,Col. Progreso Nacional,,"México, D.F.",07600,MX,DIF,"['Av. Progreso Nacional 217', 'Col. Progreso Nacional', '07600 México, D.F.', 'Mexico']",,,,
TZ6C2-xu7tJHlJF_jIi0_Q,être-esthetiques-méxico-2,Être Esthetiques,https://s3-media4.fl.yelpcdn.com/bphoto/nVI92_Xy1fFfxJGh19WrBg/o.jpg,False,https://www.yelp.com/biz/%C3%AAtre-esthetiques-m%C3%A9xico-2?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,10,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}, {'alias': 'hair', 'title': 'Hair Salons'}, {'alias': 'othersalons', 'title': 'Nail Salons'}]",3.8,[],$$,+525555339493,+52 55 5533 9493,6652.708585604624,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2030', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.4252210676543,-99.1673196852207,Calle Hamburgo 177,Col. Cuauhtémoc,,"México, D.F.",06600,MX,DIF,"['Calle Hamburgo 177', 'Col. Cuauhtémoc', '06600 México, D.F.', 'Mexico']",,,,
0a2EtvpLI2WPLQHruMJzyA,artículos-de-belleza-xola-méxico,Artículos de Belleza Xola,https://s3-media2.fl.yelpcdn.com/bphoto/lpmdw1uQUTHQBK2cjZ0JAg/o.jpg,False,https://www.yelp.com/biz/art%C3%ADculos-de-belleza-xola-m%C3%A9xico?adjust_creative=JFcob6zpzFEcSKIHSDginw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=JFcob6zpzFEcSKIHSDginw,1,"[{'alias': 'cosmetics', 'title': 'Cosmetics & Beauty Supply'}]",3.0,[],,,,2626.292458475278,[],19.3953781599089,-99.1351908306885,Juana de Arco 15,Col. La Moderna,,"México, D.F.",03510,MX,DIF,"['Juana de Arco 15', 'Col. La Moderna', '03510 México, D.F.', 'Mexico']",,,,
